>seq1	0.5899664269455025
>seq2	0.4970777732979849
>seq3	1
>seq4	0.9547319345636427
>seq5	0.7934240071811305
>seq6	0.1915580652027573
>seq7	0.5769086327408377
>seq8	0.7912824394555427
>seq9	1
>seq10	0.4147693708276783
>seq11	0.3180199477011816
>seq12	0.8491805426944821
>seq13	1
>seq14	0.1517537993590332
>seq15	0.9134758269424126
>seq16	1
>seq17	0.05768139543368341
>seq18	0.6769381728642182
>seq19	0.5658620787431274
>seq20	0.5009089975609485
>seq21	0.7311676605093071
>seq22	0.4759683259713784
>seq23	0.720730623102695
>seq24	1
>seq25	0.468490686034813
>seq26	0.885931719265626
>seq27	0.7162341755468318
>seq28	0.1658895098760814
>seq29	0.4081682349333074
>seq30	0.09933054694891942
>seq31	0.7363717047583136
>seq32	0.3864281256454847
>seq33	0.08749650185542496
>seq34	0.05038452140500058
>seq35	0.8245570213118855
>seq36	0.02561012128532206
>seq37	0.2744835053968518
>seq38	0.7661438772006005
>seq39	0.3252520373514399
>seq40	0.2879852414849776
>seq41	0.6282054109270933
>seq42	1
>seq43	1
>seq44	0.08464702773784517
>seq45	1
>seq46	0.3732028751445738
>seq47	1
>seq48	0.3834383706922002
>seq49	0.7366747618154809
>seq50	0.851197295290144
>seq51	0.2272581653968874
>seq52	0.2885242440373236
>seq53	0.6063993074984405
>seq54	0.9533728582394397
>seq55	0.09676222892602049
>seq56	0.9422596652269466
>seq57	0.8390344025341547
>seq58	0.1388290747976218
>seq59	0.7183535057539026
>seq60	1
>seq61	1
>seq62	0.8546688991698667
>seq63	1
>seq64	0.1855930209218297
>seq65	0.1080522399176941
>seq66	0.1365007346611127
>seq67	0.8120390856640737
>seq68	0.4301178228532765
>seq69	0.7896059270011548
>seq70	1
>seq71	0.1864588434804173
>seq72	0.7811015092010087
>seq73	1
>seq74	0.3842591091767054
>seq75	0.4692279946109569
>seq76	0.4753975995833673
>seq77	0.8011535737119767
>seq78	0.4970085939032844
>seq79	0.02903733879010712
>seq80	0.1201414525946106
>seq81	0.3786315804905755
>seq82	1
>seq83	1
>seq84	0.6818111942074218
>seq85	0.1032817173370099
>seq86	0.6968073080390381
>seq87	0.5924015509740993
>seq88	0.07989979527381939
>seq89	0.06190755443157057
>seq90	0.07987578242097422
>seq91	0.9785471137643016
>seq92	0.8384856378368349
>seq93	0.3212936496699825
>seq94	1
>seq95	0.7446217617780782
>seq96	0.3668230930101795
>seq97	0.04524680324887136
>seq98	0.7294576691562032
>seq99	0.9160686597266082
>seq100	0.4070956532143919
>seq101	0.06551819263099268
>seq102	0.3435635643187228
>seq103	0.5370588667294018
>seq104	1
>seq105	1
>seq106	0.4939228873788334
>seq107	0.783106534202674
>seq108	1
>seq109	0.5595646923493773
>seq110	1
>seq111	1
>seq112	0.8443948411542898
>seq113	0.5176109472249804
>seq114	1
>seq115	0.6412934961920599
>seq116	0.8646643806121341
>seq117	1
>seq118	1
>seq119	0.1181518970553742
>seq120	1
>seq121	0.1561711427208889
>seq122	1
>seq123	0.5020269303257591
>seq124	1
>seq125	0.04035369928641575
>seq126	0.02472406649544592
>seq127	0.7144676664281058
>seq128	0.2452077507996774
>seq129	0.4235911940039836
>seq130	0.4905071645528697
>seq131	0.3448016735435625
>seq132	0.3372759874726964
>seq133	0.1165404404636977
>seq134	0.7201806579046337
>seq135	0.5762788098004108
>seq136	0.6914264426645877
>seq137	0.6315947372944269
>seq138	0.02628376217246954
>seq139	0.8974138300345416
>seq140	0.3474534922028115
>seq141	0.1998931866957505
>seq142	0.5199022789186811
>seq143	0.4511551010456036
>seq144	0.3563555236946779
>seq145	0.72475114175088
>seq146	0.5060096268810598
>seq147	1
>seq148	0.8962300001838458
>seq149	1
>seq150	0.4629661121801861
>seq151	1
>seq152	0.6195212684141491
>seq153	0.9103366589189548
>seq154	0.8483119624504952
>seq155	0.7348571640294334
>seq156	1
>seq157	0.1427143187144894
>seq158	0.1160672898346836
>seq159	0.3033774478438317
>seq160	0.09702206700141446
>seq161	0.6899706253698823
>seq162	1
>seq163	0.191741559280497
>seq164	1
>seq165	1
>seq166	0.1869617055176287
>seq167	1
>seq168	1
>seq169	1
>seq170	1
>seq171	0.6141656209800138
>seq172	1
>seq173	0.8845387920326679
>seq174	0.4900293929612683
>seq175	0.4879395746055237
>seq176	0.3525357310538001
>seq177	0.1508166549739557
>seq178	1
>seq179	1
>seq180	1
>seq181	0.8663981781002774
>seq182	0.5042074535056865
>seq183	1
>seq184	0.4477064119578091
>seq185	1
>seq186	0.7452215375034503
>seq187	0.4649774970524014
>seq188	0.2639268553865111
>seq189	0.4636425683959819
>seq190	1
>seq191	0.1746739350287907
>seq192	1
>seq193	1
>seq194	0.7236667292731245
>seq195	0.8564202425630274
>seq196	0.9454151810164156
>seq197	0.5832996158336538
>seq198	1
>seq199	0.5145179828267681
>seq200	0.9435863006856446
>seq201	0.3308725056911245
>seq202	0.4121170986366814
>seq203	0.6735925520984919
>seq204	0.5143734453017337
>seq205	0.6054978862352961
>seq206	0.06089554395113868
>seq207	0.2630640763245935
>seq208	1
>seq209	0.1944274153897864
>seq210	0.8094748437032051
>seq211	1
>seq212	0.2052368365760363
>seq213	0.7498511206373609
>seq214	0.9992673522997116
>seq215	0.5710738503721173
>seq216	0.3845988817261879
>seq217	0.5511756256651427
>seq218	0.7608819803054082
>seq219	0.02859380172644681
>seq220	0.1181423097437517
>seq221	0.5251338158927725
>seq222	0.5396675398473517
>seq223	0.92478101307919
>seq224	0.8646468881346584
>seq225	0.44072785954903
>seq226	1
>seq227	0.1885868718897716
>seq228	0.9784942212721376
>seq229	0.4321137708506707
>seq230	0.9545258051050683
>seq231	0.2477292145454343
>seq232	1
>seq233	0.01912841009674345
>seq234	0.06476712384735925
>seq235	0.5320578272853899
>seq236	0.5697843711354038
>seq237	0.1435387104350913
>seq238	0.8722163487078757
>seq239	0.07132096742710801
>seq240	0.4149718942243715
>seq241	0.3827082523297577
>seq242	0.2864482747493826
>seq243	0.7468694031711649
>seq244	0.558901482761004
>seq245	0.7686295247434112
>seq246	0.8721926742385693
>seq247	0.1685878495441069
>seq248	0.5405520906904274
>seq249	0.4247133734917077
>seq250	0.03815717333495358
>seq251	1
>seq252	0.7844343353364236
>seq253	1
>seq254	0.5957645500637839
>seq255	0.9146416735735962
>seq256	0.8167611081108358
>seq257	0.1941629325331737
>seq258	0.08279840077384303
>seq259	0.99659673065559
>seq260	0.8318827947082373
>seq261	0.5294851505837632
>seq262	0.2970146522010106
>seq263	0.20209918404456
>seq264	0.8132306666287595
>seq265	0.9778989893823025
>seq266	0.05203604653912113
>seq267	0.560610774848828
>seq268	0.4708485557469151
>seq269	0.05770623215479496
>seq270	0.03543465059265149
>seq271	0.2364235152004144
>seq272	0.2739473835978208
>seq273	0.1183081904258875
>seq274	0.8798663776727852
>seq275	0.8171310052262589
>seq276	0.01487664082757283
>seq277	0.2899564928013986
>seq278	0.3303415825242821
>seq279	0.8921116642472854
>seq280	1
>seq281	0.8167918698612575
>seq282	1
>seq283	0.5497491718071866
>seq284	0.9862728092941762
>seq285	0.9835013695436455
>seq286	1
>seq287	0.8933945618833535
>seq288	0.7058109763765678
>seq289	0.364771296622685
>seq290	1
>seq291	0.2704992327385955
>seq292	0.420321157622667
>seq293	0.7528908253567268
>seq294	0.1913858190206673
>seq295	0.1446520296172859
>seq296	0.5344260249730463
>seq297	0.4367557144848013
>seq298	0.7010431928838775
>seq299	1
>seq300	0.8984241586979199
>seq301	0.08717977240815716
>seq302	1
>seq303	1
>seq304	0.1738552992937892
>seq305	0.1745345472252079
>seq306	0.1028839299255914
>seq307	0.06867318473581795
>seq308	0.006948637951086594
>seq309	1
>seq310	0.9435890460735581
>seq311	0.531588739352285
>seq312	0.652879556335181
>seq313	0.2836333967525391
>seq314	1
>seq315	0.1854939391752128
>seq316	1
>seq317	0.7357088617730296
>seq318	0.8959151448463363
>seq319	0.8504264035375522
>seq320	0.8343709904850132
>seq321	0.03889745486820553
>seq322	0.1829421474706871
>seq323	0.7192171482092108
>seq324	0.7658254495540476
>seq325	1
>seq326	0.7014922633577229
>seq327	0.3548041655414122
>seq328	0.3515610985715986
>seq329	0.1172278203385758
>seq330	0.3128624683724271
>seq331	0.7362772368530336
>seq332	0.521405098720175
>seq333	0.03907935935851499
